mean_accuracy,mean_precision,mean_recall,mean_specificity,mean_f1,mean_auc,std_accuracy,std_precision,std_recall,std_specificity,std_f1,std_auc,model,dataset
0.63,0.6559,0.59,0.67,0.6141,0.6888,0.1076,0.1497,0.1256,0.1609,0.1076,0.1274,CDIL,pc-gita
