mean_accuracy,mean_precision,mean_recall,mean_specificity,mean_f1,mean_auc,std_accuracy,std_precision,std_recall,std_specificity,std_f1,std_auc,model,dataset
0.5684,0.6254,0.6035,0.5237,0.607,0.5918,0.0169,0.0416,0.1131,0.1476,0.0455,0.0507,CDIL,neurovoz
