mean_accuracy,mean_precision,mean_recall,mean_specificity,mean_f1,mean_auc,std_accuracy,std_precision,std_recall,std_specificity,std_f1,std_auc,model,dataset
0.6567,0.6577,0.65,0.6633,0.6523,0.7035,0.1175,0.1161,0.1414,0.1145,0.1237,0.1276,CDIL,pc-gita
